Committee_Id,Committee_Name,Link_Image,Sponsor_Name,Cash_on_Hand,Coverage_End_Date,Total_Disbursement,Total_Receipt
"C00455980","GREGGPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00455980","HARPER, GREGG","2743.73","30-JUN-18","59386.8","61600"
"C00484055","TOGETHER ENCOURAGING DEMOCRACY - T.E.D. PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00484055","DEUTCH, THEODORE","5452.5","30-JUN-18","42090.9","38500"
"C00433680","TREASURE STATE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00433680","TESTER, JON","28793.6","30-JUN-18","676871.3","635033.4"
"C00344333","RESTORE AMERICA PAC, INC","http://docquery.fec.gov/cgi-bin/fecimg/?C00344333","","84.4","30-JUN-18","1119","528.9"
"C00492025","AMERICAN DEFENSE AND MILITARY PAC (ADAM PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00492025","","17769.91","30-JUN-18","72091.3","83000"
"C00491985","CAJUN POLITICAL ACTION COMMITTEE (CAJUNPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00491985","","2457.83","30-JUN-18","58.6","1297.7"
"C00381681","THE KEYSTONE FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00381681","","19342.17","30-JUN-18","175434.3","190800"
"C00378695","VICTORY IN NOVEMBER ELECTION PAC (VINEPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00378695","","81103.44","30-JUN-18","211422.9","241750"
"C00491472","GRANITE OATH PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00491472","","2273","30-JUN-18","0","0"
"C00361410","SOUTHERN CALIFORNIA FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00361410","","41068.54","30-JUN-18","129963.2","117025.6"
"C00489336","WILD AND WONDERFUL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00489336","","78895.58","30-JUN-18","295672.2","324200"
"C00488189","STRENGTHEN AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00488189","","","","",""
"C00344788","ALL AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00344788","","412042.56","30-JUN-18","34184.9","68533.5"
"C00381996","GRASSROOTS ORGANIZING ACTING & LEADING PAC - GOALPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00381996","LEVIN, SANDER","28885.28","30-JUN-18","18715.5","39000"
"C00409623","SYNERGY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00409623","LARSON, JOHN","92282.76","30-JUN-18","276966.5","279000"
"C00471813","ACCOUNTABILITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00471813","","6582.27","30-JUN-18","2913.2","5000"
"C00386300","CALUMET PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00386300","VISCLOSKY, PETER","45815.25","30-JUN-18","158863.9","138500"
"C00469411","CHUTZPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00469411","","3295.78","30-JUN-18","0","0"
"C00383869","PRESERVING AMERICA'S TRADITIONS (PATPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00383869","ROBERTS, PAT","102919.15","30-JUN-18","303624.8","362945.2"
"C00464727","HUSKY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00464727","","1720.58","30-JUN-18","51232.4","43500"
"C00464644","HARRIS COUNTY CONSERVATIVE CONGRESSIONAL CAMPAIGN","http://docquery.fec.gov/cgi-bin/fecimg/?C00464644","","","","",""
"C00347443","CACTUS POLITICAL ACTION COMMITTEE (PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00347443","PASTOR, ED L","28318.81","30-JUN-18","0","0"
"C00196824","COMMITTEE FOR PROGRESSIVE CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?C00196824","OBEY, DAVID","15696.08","30-JUN-18","900","0"
"C00410308","SHORE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00410308","PALLONE, FRANK","112611.32","30-JUN-18","445377.6","502635"
"C00417295","MASS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00417295","CAPUANO, MICHAEL E","63367.01","30-JUN-18","58050.5","62655.6"
"C00455840","I-PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00455840","LOEBSACK, DAVID","23247.53","30-JUN-18","13797.5","37000"
"C00417865","TRUEDEM LEADERSHIP FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00417865","","105005.11","30-JUN-18","4569.8","17000"
"C00095059","L.A. P.A.C.","http://docquery.fec.gov/cgi-bin/fecimg/?C00095059","WAXMAN, HENRY","31556.44","30-JUN-18","7500","0"
"C00409631","LOUISIANA REFORM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00409631","","6643","30-JUN-18","11241","0"
"C00248948","PEOPLE HELPING PEOPLE","http://docquery.fec.gov/cgi-bin/fecimg/?C00248948","WATERS, MAXINE","36328.55","30-JUN-18","24384.2","58250"
"C00429787","UNITED FOR PROGRESS LEADERSHIP COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00429787","COSTELLO, JERRY","181294.31","30-JUN-18","23620.8","0"
"C00448563","3RD AND LONG PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00448563","","0","30-JUN-18","552.7","0"
"C00363648","FIRST STATE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00363648","CARPER, THOMAS","31375.58","30-JUN-18","359935.5","308489.3"
"C00428839","CONSERVATIVE PRINCIPLES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00428839","","737.3","30-JUN-18","473.7","0"
"C00381806","PROGRESSIVE CHOICES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00381806","SCHAKOWSKY, JANICE D","59260.65","30-JUN-18","103842.7","138200"
"C00330720","TRUST PAC TEAM REPUBLICANS FOR UTILIZING SENSIBLE TACTICS","http://docquery.fec.gov/cgi-bin/fecimg/?C00330720","UPTON, FREDERICK STEPHEN","70129.13","30-JUN-18","271902.1","280000"
"C00388934","FUND FOR AMERICAS FUTURE","http://docquery.fec.gov/cgi-bin/fecimg/?C00388934","","139028.27","30-JUN-18","356550.2","462140.3"
"C00404392","CONSERVATIVE OPPURTUNITY LEADERSHIP AND ENTERPRISE PAC (COLE PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00404392","","159600.12","30-JUN-18","213166.4","330700"
"C00345033","UNITED IN FREEDOM","http://docquery.fec.gov/cgi-bin/fecimg/?C00345033","SWEENEY, JOHN","2866.13","30-JUN-18","0","0"
"C00426494","FOR OUR REPUBLIC'S TRADITIONS FUND AKA FORT FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00426494","","16044.76","30-JUN-18","20074","36076"
