Committee_Id,Committee_Name,Link_Image,Sponsor_Name,Cash_on_Hand,Coverage_End_Date,Total_Disbursement,Total_Receipt
"C00580738","PATIENT'S RIGHT TO EXCELLENT MEDICINE","http://docquery.fec.gov/cgi-bin/fecimg/?C00580738","","","","",""
"C00580464","RACPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00580464","","13247.94","30-JUN-18","125953.8","116693.6"
"C00528596","GROW OUR HOUSE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00528596","","190.9","30-JUN-18","8045","1855"
"C00379479","THE HAWKEYE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00379479","GRASSLEY, CHARLES E","384400.96","30-JUN-18","232394.3","487900"
"C00579516","LOWCOUNTRY PALMETTO PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00579516","","2486.15","30-JUN-18","1731","2500"
"C00577288","DECIDING CRITICAL RACES PAC (DCR PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00577288","ROUZER, DAVID CHESTON MR.","21651.83","30-JUN-18","12695.3","32800"
"C00375451","MOVING AMERICA FORWARD","http://docquery.fec.gov/cgi-bin/fecimg/?C00375451","NELSON, BILL","43772.1","30-JUN-18","515167.4","528394"
"C00540393","DBM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00540393","MCKINLEY, DAVID","13851.72","30-JUN-18","21156.5","31000"
"C00482703","FREEDOM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00482703","HICE, JODY","0","30-JUN-18","0","0"
"C00490235","GEORGIA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00490235","GRAVES, JOHN","156903.04","30-JUN-18","213389","298725.9"
"C00569558","REBUILDING AMERICAS TRUST PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00569558","WOODALL, ROB REP.","13109.54","30-JUN-18","29700","23500"
"C00571646","WHAT A COUNTRY! PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00571646","CURBELO, CARLOS","56595.4","30-JUN-18","357872.5","390795.8"
"C00430819","BORN FIGHTING PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00430819","","9293.61","30-JUN-18","32785.9","0"
"C00327395","SEARCHLIGHT LEADERSHIP FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00327395","REID, HARRY","160431.36","30-JUN-18","131425.9","35831.6"
"C00362236","COMMITTEE FOR SOUTHWEST VIRGINIA","http://docquery.fec.gov/cgi-bin/fecimg/?C00362236","BOUCHER, FREDERICK C","372600.13","30-JUN-18","2941.1","76273.7"
"C00370122","COMMITTEE FOR A DEMOCRATIC FUTURE","http://docquery.fec.gov/cgi-bin/fecimg/?C00370122","DELAURO, ROSA L","29623.45","30-JUN-18","105611.4","121036.6"
"C00567545","BOOTS POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00567545","MULLIN, MARKWAYNE","24491.79","30-JUN-18","77032.4","82664"
"C00576975","LATINO LEADERS FOR EQUALITY GROWTH OPPORTUNITY PROGRESSIVE ACTION & CHANGE (LLEGO-PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00576975","","25727.37","30-JUN-18","44104.3","62000"
"C00296640","REPUBLICAN MAJORITY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00296640","","375453.9","30-JUN-18","633556.4","873739.2"
"C00576249","NORCAL WATER JOBS LIBERTY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00576249","","4296.96","30-JUN-18","26132.1","28500"
"C00481176","CONCERNED AMERICANS FOR FREEDOM & OPPORTUNITY PAC (CAFO PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00481176","SMITH, ADRIAN","8289.15","30-JUN-18","11197.5","15500"
"C00574970","FAIR SHOT PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00574970","","24143.55","30-JUN-18","89023.4","92200"
"C00412221","BUILDING A MAJORITY PAC (BAMPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00412221","MIKULSKI, BARBARA","0","30-APR-17","23281.5","0"
"C00344374","VICTORY POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00344374","","358","31-MAY-18","0","0"
"C00431197","VALLEY POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00431197","PETERSON, COLLIN CLARK","268064.68","30-JUN-18","14772.8","112013.2"
"C00571851","JOINING TO ELEVATE THE TRUTH PAC (JETT PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00571851","","","","",""
"C00551838","VITORIA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00551838","","16523.85","30-JUN-18","76892.5","77904.2"
"C00573709","CA LUV PAC (CALIFORNIA LEADERSHIP UNITED FOR VICTORY PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00573709","","19617.92","30-JUN-18","104771.1","113515"
"C00455832","JUST PERMANENT INTERESTS POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00455832","","21909","31-MAR-18","22613.8","38500"
"C00536607","DAKOTA PRAIRIE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00536607","","60477.27","30-JUN-18","742179.4","729000"
"C00571083","3 POINT LEADERSHIP FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00571083","","0","25-MAY-17","1998.4","0"
"C00411967","ALOHA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00411967","ABERCROMBIE, NEIL","7309.07","30-JUN-18","447.4","0"
"C00530774","LEADERSHIP RESPONSIBILITY AND ACTION PAC AKA LRA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00530774","ROYBAL-ALLARD, LUCILLE","2750.03","30-JUN-18","21154","16500"
"C00351056","PROGRESS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00351056","VELAZQUEZ, M.","8689.06","30-JUN-18","35650","33500"
"C00470666","SKIPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00470666","MATHESON, JAMES","45573.62","30-JUN-18","4769.7","0"
"C00378356","VIRGINIA LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00378356","MORAN, JR., JAMES P.","49333.99","30-JUN-18","3451","76.4"
"C00452763","NEW SOUTH LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00452763","BUTTERFIELD, GK","25054.88","30-JUN-18","48536.8","32340.4"
"C00571422","AMERICA'S COMMITTEE FOR EXCELLENCE POLITICAL ACTION COMMITTEE (ACEPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00571422","","2590.4","30-JUN-18","41318.5","35052.7"
"C00165548","SAC PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00165548","MATSUI, DORIS","33170.43","30-JUN-18","89519.1","114500"
"C00417493","PROGRESSIVE AMERICANS FOR DEMOCRACY","http://docquery.fec.gov/cgi-bin/fecimg/?C00417493","","22370.41","30-JUN-18","156094.4","171732.4"
"C00526657","TOWARD TOMORROW PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00526657","CASTRO, JOAQUIN","11635.01","30-JUN-18","28736.7","39490"
"C00571943","FOSTERING PROGRESS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00571943","","28042.6","30-JUN-18","6083.9","34000"
"C00432104","GREAT AMERICAN FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00432104","BOREN, DAVID DANIEL","27711.65","30-JUN-18","8139.2","0"
"C00452748","GREATER OPPORTUNITIES FOR LEADERSHIP DEVELOPMENT (GOLD PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00452748","BISHOP, SANFORD","17378.26","30-JUN-18","55450.1","52500"
"C00542027","BIG SKY OPPORTUNITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00542027","","132339.66","30-JUN-18","351600.2","446766"
"C00528992","PROMISE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00528992","FUDGE, MARCIA","39961.48","30-JUN-18","48592.9","59000"
"C00571570","NEW OPPORTUNITY FOR REAL MONUMENTAL ACTION (NORMA PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00571570","","10232.37","30-JUN-18","10083","19091"
"C00415869","HARVEST PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00415869","","8106.87","30-JUN-18","7464.7","10000"
"C00571430","EFFECTIVE LEADERSHIP ENHANCING COMMUNITIES TODAY - ELECT PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00571430","","14654.44","30-JUN-18","8866.5","22000"
"C00459305","LONG LEAF PINE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00459305","","38457.76","30-JUN-18","29286.5","11486.9"
"C00321596","HOUSE MAJORITY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00321596","LEWIS, JOHN","38722.11","30-JUN-18","0","28000"
"C00481242","TAKIN BACK AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?C00481242","AKIN, W TODD","22722.79","30-JUN-18","7837","0"
"C00405050","BRINGING EVERYONE TOGETHER THROUGH ADVOCACY","http://docquery.fec.gov/cgi-bin/fecimg/?C00405050","MCCOLLUM, BETTY","12148.49","30-JUN-18","64164.6","68850"
"C00571216","DEFENDING AMERICAN VALUES EVERYWHERE PAC (DAVE PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00571216","","8044.32","30-JUN-18","22012.5","22000"
"C00570887","TO REPUBLICANS OWNING THIS TOWN IN EVERY RACE PAC TROTTER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00570887","","0","31-MAR-18","4012.4","3500"
"C00415208","LONE STAR LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00415208","","110214.85","30-JUN-18","515384.7","549303"
"C00570671","ZIA POLITICAL ACTION COMMITTEE (ZIA PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00570671","","0","07-JUL-17","88659.8","76211.9"
"C00554535","CONGRESSIONAL HOUSE REPUBLICANS IN SERVICE PAC (CHRIS PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00554535","","25106.14","30-JUN-18","120320.1","125844.3"
"C00492165","COMMITTEE TO STRENGTHEN AMERICA; THE","http://docquery.fec.gov/cgi-bin/fecimg/?C00492165","ANDREWS, ROBERT E. MR.","25093.6","30-JUN-18","11700","0"
"C00409185","GOOD FUND, THE","http://docquery.fec.gov/cgi-bin/fecimg/?C00409185","GOODLATTE, ROBERT","49849.99","30-JUN-18","278387.6","215840.7"
"C00569871","DOING RIGHT - RESULTS ACTION UNITY LEADERSHIP PAC DR RAUL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00569871","","19925.35","30-JUN-18","101815.4","100850"
"C00416552","3T PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00416552","","","","",""
"C00568709","BRIDGING THE GAP","http://docquery.fec.gov/cgi-bin/fecimg/?C00568709","","30916.91","30-JUN-18","6656.1","29475"
"C00555086","MAKING ACTIONS COUNT POLITICAL ACTION COMMITTEE (MACPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00555086","MCALLISTER, VANCE MICHAEL","442.94","30-JUN-18","182","0"
"C00540955","FEARLESS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00540955","JARED POLIS, JARED","0","31-JUL-17","192789.6","110059.5"
"C00529693","BLUE MAJORITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00529693","POCAN, MARK","41329.83","30-JUN-18","114193.1","115000"
"C00563338","SEAGRASS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00563338","JOLLY, DAVID W.","4989.79","30-JUN-18","4993.9","730.1"
"C00567495","JOBS UNITE LABOR AND INDUSTRY IN AMERICA PAC (JULIA PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00567495","","63390.07","30-JUN-18","6232","42500"
"C00448191","GOP GENERATION Y FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00448191","SCHOCK, AARON","72970.72","30-JUN-18","60","0"
"C00565226","DEMOCRATS MAKING PROGRESS PAC DMP JR PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00565226","","9980","30-JUN-18","12","10000"
"C00566117","REPUBLICANS IN CONGRESS EMPOWERING AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?C00566117","","9661.85","30-JUN-18","82393.6","75860"
"C00563247","PROTECTING AMERICA UNDER LAW POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00563247","GOSAR, PAUL ANTHONY","33275.14","30-JUN-18","5156.7","15950"
"C00499798","VICKY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00499798","HARTZLER, VICKY","15499","30-JUN-18","75037.3","85500"
"C00524033","AMERICAN FREEDOM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00524033","HUELSKAMP, TIMOTHY A REPRESENTA","0","31-DEC-17","7563.3","0"
"C00543207","BADLANDS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00543207","CRAMER, KEVIN","119486.23","30-JUN-18","46775.9","161971.3"
"C00529834","BRIGHTER FUTURES PAC (BF PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00529834","FARENTHOLD, RANDOLPH BLAKE","7776.45","30-JUN-18","14840.2","18165.8"
"C00302588","NATIONAL LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00302588","","","","",""
"C00565630","MAINTAINING ALL REPUBLICANS IN OFFICE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00565630","","6661.64","30-JUN-18","74501.3","65500"
"C00450247","FLORIDA DELIVERS LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00450247","BROWN, CORRINE","-412.88","27-JAN-17","0","0"
"C00563601","SUPPORTING HOUSE PROBLEM SOLVERS - SHP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00563601","","19768.72","30-JUN-18","79460","71500"
"C00563429","MAKING A SENSIBLE SHIFT IN ELECTIONS (MASSIE PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00563429","","9620.23","30-JUN-18","8222.3","12500"
"C00500025","RECLAIM AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00500025","RUBIO, MARCO","123762.7","30-JUN-18","609164","556900.4"
"C00445379","MAKING AMERICA PROSPEROUS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00445379","","272186.07","30-JUN-18","1094289.9","1122200.9"
"C00235655","BLUEGRASS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00235655","MCCONNELL, MITCH","142894.66","30-JUN-18","1065040.4","1165071.4"
"C00432930","FISCAL LEADERSHIP AND KNOWING ECONOMICS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00432930","","211316.57","30-JUN-18","205557.3","380284.5"
"C00556258","SEE CHANGE - SCIENCE ENERGY & ENVIRONMENT CHANGE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00556258","MCNERNEY, JERRY","3314.68","30-JUN-18","44046.3","45655"
"C00366419","NEBRASKA LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00366419","","38393.28","30-JUN-18","200","0"
"C00559211","RESTORE DEMOCRACY","http://docquery.fec.gov/cgi-bin/fecimg/?C00559211","","30595.61","30-JUN-18","7130","30000"
"C00542993","TIME TO UNITE LEAD AND SERVE WITH INTEGRITY - TULSI PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00542993","GABBARD, TULSI","0","30-JUN-18","24756.7","10258.4"
"C00402172","PITTSPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00402172","PITTS, JOSEPH","","","",""
"C00552489","AT THE TABLE!","http://docquery.fec.gov/cgi-bin/fecimg/?C00552489","","25544.07","30-JUN-18","41730.8","36125"
"C00552539","MAKE IT WORK PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00552539","","27164.09","30-JUN-18","90984.4","114350"
"C00349233","NEW MILLENNIUM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00349233","","111977.34","30-JUN-18","396009.7","444233.7"
"C00551168","PUGET PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00551168","","38116.25","30-JUN-18","65408.2","79500"
"C00459123","NEW PIONEERS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00459123","WALDEN, GREGORY P","331628.84","30-JUN-18","984292.4","1156203.3"
"C00546325","TAKING AN INDEPENDENT PERSPECTIVE TOGETHER FOR OUR NATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00546325","","9536.69","30-JUN-18","3030","10000"
"C00544411","CATALYST PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00544411","RADEL, HENRY","0","13-SEP-17","7667.9","0"
"C00474841","SHERIFF PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00474841","REICHERT, DAVE","12032.83","30-JUN-18","6503","5500"
"C00431403","VOTE TO ELECT REPUBLICANS NOW PAC (VERN PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00431403","","33249.47","30-JUN-18","232953.9","264879"
"C00486613","LOUISE'S PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00486613","SLAUGTHER, LOUISE","6673.41","30-JUN-18","7017.8","7500"
"C00542621","MAPLE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00542621","","60319.65","30-JUN-18","25260","55000"
"C00425470","DEMOCRATS WIN SEATS (DWS PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00425470","WASSERMAN SCHULTZ, DEBBIE","30732.45","30-JUN-18","356529","359400.7"
"C00547356","INLAND EMPIRE STRIKES PAC; THE","http://docquery.fec.gov/cgi-bin/fecimg/?C00547356","","7253.54","30-JUN-18","101835.5","106750"
"C00495705","MAKE IT IN AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00495705","GARAMENDI, CONGRESSMAN JOHN","33802.09","30-JUN-18","4330.2","32500"
"C00397067","OCEAN STATE POLITICAL ACTION COMMITTEE (OSPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00397067","LANGEVIN, JAMES R","20608.85","30-JUN-18","94500","96000"
"C00545236","NEW VOICE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00545236","","37093.36","30-JUN-18","24754","27500"
"C00343947","NEXT CENTURY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00343947","","385762.5","30-JUN-18","429217.8","608059.2"
"C00411611","SECURE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00411611","","360487.88","30-JUN-18","48422.2","107987.4"
"C00544270","IDAHO CONSERVATIVE GROWTH FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00544270","","40250.07","30-JUN-18","23731.7","36000"
"C00416404","ARCH LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00416404","","868.6","30-JUN-18","285","1000"
"C00505693","BUILDING EFFECTIVE RESPONSIBLE GOVERNMENT PAC (BERG PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00505693","BERG, RICHARD","34013.1","30-JUN-18","3730","1"
"C00456913","LEADERSHIP FOR AMERICAN OPPORTUNITY","http://docquery.fec.gov/cgi-bin/fecimg/?C00456913","FATTAH, CHAKA","","","",""
"C00542746","COMMON GOOD FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00542746","","0","30-JUN-17","1947.7","0"
"C00499996","DEFENDING AND INVESTING IN AMERICA'S NEW ENDEAVORS PAC (DIANE PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00499996","BLACK, DIANE","37501.3","30-JUN-18","95160.8","101400"
"C00446625","LIBERTY PROJECT","http://docquery.fec.gov/cgi-bin/fecimg/?C00446625","","0","12-JAN-17","9239.4","0"
"C00356378","OHIO USA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00356378","","0","30-JUN-17","35262.5","5018.8"
"C00540989","COMMUNITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00540989","","14033.05","30-JUN-18","18807","25000"
"C00540906","CHERPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00540906","","73339.86","30-JUN-18","169952.1","222950"
"C00344234","PAC TO THE FUTURE","http://docquery.fec.gov/cgi-bin/fecimg/?C00344234","","665046.28","30-JUN-18","883321.8","942297.5"
"C00528075","FIRST CAPITAL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00528075","PERRY, SCOTT","1266.72","30-JUN-18","50","1"
"C00413716","NEW YORK JOBS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00413716","","9186.57","30-JUN-18","40","0"
"C00513523","TN4UPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00513523","","3366.84","30-JUN-18","27865","30000"
"C00345702","SECURE AMERICA'S MAJORITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00345702","JOHNSON, SAMUEL","1879.66","30-JUN-18","17393","0"
"C00202861","THE SENATE VICTORY FUND PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00202861","COCHRAN, THAD","74814.44","30-JUN-18","129450.9","144501.3"
"C00486332","VISION FOR AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?C00486332","","68169.05","30-JUN-18","29638.5","97531.1"
"C00531756","DOUGLASPAC-DOING OUR UTMOST FOR GOD LIBERTY AND SECURITY","http://docquery.fec.gov/cgi-bin/fecimg/?C00531756","","31611.33","30-JUN-18","7333.7","15000"
"C00527846","ANN MARIE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00527846","","2228.71","30-JUN-18","1020","0"
"C00527275","BILL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00527275","","10299.62","30-JUN-18","40944.8","34000"
"C00525592","COOL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00525592","WEBSTER, DANIEL","2468.2","30-JUN-18","1500","0"
"C00438721","WE THE PEOPLE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00438721","","1598.44","30-JUN-18","1090","0"
"C00526046","PATRIOTS LEADING A MAJORITY","http://docquery.fec.gov/cgi-bin/fecimg/?C00526046","","33252.9","30-JUN-18","120084.6","144200"
"C00521310","LIBERTY FUND; THE","http://docquery.fec.gov/cgi-bin/fecimg/?C00521310","","35197.37","30-JUN-18","72940.1","106000"
"C00511196","AMERICA NOW","http://docquery.fec.gov/cgi-bin/fecimg/?C00511196","CARSON, ANDRE","25520.81","30-JUN-18","10753","19500"
"C00426809","MADISON PAC; THE","http://docquery.fec.gov/cgi-bin/fecimg/?C00426809","NEAL, RICHARD E MR.","1113377.14","30-JUN-18","239709.1","470200"
"C00524611","MAKE OPPORTUNITY POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00524611","","38611.47","30-JUN-18","6821.1","10000"
"C00523670","DEL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00523670","","9029.62","30-JUN-18","4487.1","700"
"C00522318","PATRIOT POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00522318","","3251.5","30-JUN-18","26201.3","13500"
"C00483487","BRETTPAC-THE LEADERSHIP PAC OF U.S.REPRESENATIVE BRETT GUTHRIE","http://docquery.fec.gov/cgi-bin/fecimg/?C00483487","","23070.5","30-JUN-18","87232.4","66569.3"
"C00520841","FIGHTIN' NINTH POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00520841","","20001.93","30-JUN-18","43274.6","55000"
"C00399196","BUILDING RELATIONSHIPS IN DIVERSE GEOGRAPHIC ENVIRONMENTS PAC (BRIDGE PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00399196","CLYBURN, JAMES E","342614.89","30-JUN-18","1076116.4","1070421.6"
"C00516724","JOBS, ENERGY AND OUR FOUNDING FATHERS PAC-JEFF PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00516724","","10821.75","30-JUN-18","43014.3","45601.1"
"C00512855","THE FUND FOR AMERICAN EXCEPTIONALISM","http://docquery.fec.gov/cgi-bin/fecimg/?C00512855","","55447.03","30-JUN-18","108939.7","94723.6"
"C00381384","13TH COLONY LEADERSHIP COMMITTEE INC","http://docquery.fec.gov/cgi-bin/fecimg/?C00381384","","35824.9","30-JUN-18","24893.5","64.6"
"C00510248","BUILDING OUR BASE - BOB PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00510248","","4277.36","30-JUN-18","20789.9","14000"
"C00430579","BRAVE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00430579","SCOTT, DAVID","52521.27","30-JUN-18","86490.1","97000"
"C00507640","MONADNOCK POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00507640","","0","30-JUN-18","592","0"
"C00400457","COME BACK POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00400457","","0","28-FEB-18","20091.1","10000"
"C00506428","TAR HEEL POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00506428","","20760","30-JUN-18","2750","5000"
"C00423079","DEMOCRATS RESHAPING AMERICA (DREAMPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00423079","SANCHEZ, LINDA","32671.58","30-JUN-18","420462.4","423903.2"
"C00341990","CAROLYN'S PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00341990","","79868.92","30-JUN-18","220910.1","238300"
"C00504365","FUNDING REPUBLICANS SUPPORTING OPPORTUNITY AND GROWTH - JUMP POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00504365","","0","31-JAN-17","841.9","100"
"C00426122","EMPOWERING EACH COMMUNITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00426122","","6263","30-JUN-18","39500.3","28900"
"C00461251","MAC PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00461251","MCGOVERN, JAMES","6140.98","30-JUN-18","14755","20000"
"C00377143","BUILD AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00377143","MEEKS, GREGORY","58668.52","30-JUN-18","80372","89021.2"
"C00489112","JEFF PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00489112","","294074.65","30-JUN-18","382281.4","533976.8"
"C00365551","KPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00365551","HUTCHISON, KAY BAILEY","11535.95","30-JUN-18","1513","0"
"C00502591","MARKETPLACE IDEAS AND CONSERVATIVE KNOWLEDGE PAC-MICK PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00502591","","0","16-FEB-17","24829.1","0"
"C00269407","FUTURE LEADERS POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00269407","LEWIS, JERRY","0","17-FEB-17","5675.6","0"
"C00498931","COMMONWEALTH PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00498931","","44517.52","30-JUN-18","38735.3","66333.5"
"C00461137","TAKING OUR MAJORITY PAC (T.O.M.PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00461137","","2437.4","30-JUN-18","2829.5","2300"
"C00366179","LEADERSHIP IN THE NEW CENTURY (LINCPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00366179","",".02","14-JUL-17","565.3","0"
"C00485540","LEADERSHIP FOR AMERICA TODAY TOMORROW AND ALWAYS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00485540","LATTA, ROBERT","15473.58","30-JUN-18","50579","60900"
"C00451609","COMMITTED TO WIN PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00451609","HASTINGS FOR CONGRESS, HASTINGS FOR CONGRES","6781.95","30-JUN-18","539.1","1000"
"C00460188","TEJANO POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00460188","RODRIGUEZ, CIRO","","","",""
